17:35:47.803 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.806 logback [main] INFO  o.a.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
17:35:47.818 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.818 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.818 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.818 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.818 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.818 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.819 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.819 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.819 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.819 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.819 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.819 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.819 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.819 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.819 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.819 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.819 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.822 logback [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
17:35:47.825 logback [main] INFO  com.ApplicationMain - Started ApplicationMain in 5.138 seconds (JVM running for 6.709)
17:35:47.834 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.834 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.834 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.834 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.834 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.834 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.834 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.834 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.834 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.834 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.834 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.834 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.835 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.835 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.835 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.850 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.850 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.850 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.850 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.850 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.850 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.850 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.850 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.850 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.850 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.850 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.851 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.851 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.851 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.851 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.851 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.865 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.865 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.865 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.865 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.865 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.866 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.866 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.866 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.866 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.866 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.866 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.866 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.866 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.866 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.866 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.866 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.880 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.880 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.880 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.880 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.880 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.880 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.880 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.880 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.880 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.880 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.880 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.880 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.880 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.880 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.895 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.895 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.895 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.895 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.895 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.895 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.895 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.895 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.895 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.895 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.895 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.895 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.895 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.895 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.896 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.911 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.911 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.911 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.911 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.911 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.911 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.911 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.911 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.911 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.911 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.911 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.911 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.911 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.911 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.911 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.911 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.927 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.927 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.927 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.927 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.927 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.927 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.927 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.927 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.927 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.927 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.927 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.928 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.928 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.928 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.928 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:47.928 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.005 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.005 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.005 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.006 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.006 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.006 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.006 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.006 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.006 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.006 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.006 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.006 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.006 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.006 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.006 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.006 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.006 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.006 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.006 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.006 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.007 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.007 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.007 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.007 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.007 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.007 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.007 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.007 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.007 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.007 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.007 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.007 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.007 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.007 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.008 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.008 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.008 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.008 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.008 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.008 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.008 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.008 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.008 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.008 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.009 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.009 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.009 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.009 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.009 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.009 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.009 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.009 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.009 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.010 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.010 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.010 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.010 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.010 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.010 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.010 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.010 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.010 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.011 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.011 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.011 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.011 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.011 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.011 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.011 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.011 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.011 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.011 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.011 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.011 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.011 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.011 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.011 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.012 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.012 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.012 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.012 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.012 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
17:35:48.012 logback [pool-2-thread-1] INFO  com.controller.UserController - Logging...
